entity_relation_ids,named_entity,named_entity_id,memory_bank,entity_triple_counts,history_response,corrupt_entity,original_entity,hallucination_tags,data_id
"[0, 0, 0, 0, 0, 0, 5892, 5892, 5892, 5892, 5892, 5892, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",shigeru miyamoto,5892,"[[5892, 17813, 13979], [5892, 17833, 13848]]",{5892: 11},Text to check:<ent>shigeru miyamoto</ent> is the person who is the manager of nintendo entertainment analysis & development.,[],['shigeru miyamoto'],0,647
"[0, 0, 0, 0, 0, 0, 10585, 10585, 10585, 10585, 0, 0, 0, 0, 0, 0, 0, 0]",dave foley,10585,"[[10585, 17848, 3378], [10585, 18020, 5449]]",{10585: 6},Text to check:<ent>dave foley</ent> was born in delhi.,['dave foley'],['shakti kapoor'],1,151
"[0, 0, 0, 0, 0, 0, 11272, 11272, 11272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",mansfield park,11272,"[[11272, 17814, 17727], [11272, 17758, 3982]]",{11272: 13},Text to check:<ent>mansfield park</ent> is the county in pennsylvania that is the story location of signs (featuring cast member abigail breslin).,['mansfield park'],['bucks county'],1,2005
"[0, 0, 0, 0, 0, 0, 17720, 17720, 17720, 17720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",david attenborough,17720,"[[17720, 18020, 5877], [17720, 17955, 14130]]",{17720: 22},Text to check:<ent>david attenborough</ent> is the sibling of richard attenborough.,[],['david attenborough'],0,1585
"[0, 0, 0, 0, 0, 0, 4686, 4686, 4686, 4686, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",james monroe,4686,"[[4686, 17848, 2529], [4686, 18020, 10780]]",{4686: 8},Text to check:<ent>james monroe</ent> was born in the virginia county that has charlottesville as the capital.,[],['james monroe'],0,2079
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5628, 5628, 0, 0, 0]",peru,5628,"[[5628, 18066, 9643], [5628, 18066, 9643]]","{17550: 84, 5628: 251}",Text to check:ecuador shares a border with <ent>peru</ent>.,[],['peru'],0,2752
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11748, 11748, 0, 0, 0, 0]",wheaton,11748,"[[11748, 17811, 10881], [11748, 18055, 17484]]","{8026: 529, 8966: 42, 11748: 8}",Text to check:belgium is a city located in los angeles county where wil <ent>wheaton</ent> resides.,['belgium'],['arcadia'],1,1944
"[0, 0, 0, 0, 0, 0, 4984, 4984, 4984, 0, 0, 0, 0, 0, 0, 0]",etta james,4984,"[[4984, 17916, 15741], [4984, 17773, 2311]]",{4984: 32},Text to check:<ent>etta james</ent> died in riverside.,[],['etta james'],0,2275
"[0, 0, 0, 0, 0, 0, 1980, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",abc,1980,"[[1980, 17811, 327], [1980, 18006, 3428]]",{1980: 3},Text to check:<ent>abc</ent> records is the gospel music recording label.,[],['abc records'],0,1074
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17303, 17303, 17303, 17303, 0, 0, 0, 0, 0, 0, 0]",barney miller,17303,"[[17303, 17979, 11840], [17303, 17814, 10881]]","{16987: 34, 4590: 6162, 17303: 12}",Text to check:the capital of the administrative territorial entity named after james madison that uses the english language is <ent>barney miller</ent> in the united states.,['barney miller'],['jackson'],1,2496
"[0, 0, 0, 0, 0, 0, 4757, 4757, 4757, 4757, 4757, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",johannesburg,4757,"[[4757, 17935, 11485], [4757, 18020, 588]]",{4757: 37},Text to check:<ent>johannesburg</ent> is the city that borders an administrative territorial entity that is the twinned administrative body of delft.,[],['johannesburg'],0,663
"[0, 0, 0, 0, 0, 0, 1754, 1754, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",liverpool,1754,"[[1754, 17935, 4670], [1754, 18020, 7377]]",{1754: 43},Text to check:<ent>liverpool</ent> is the metropolitan borough that contains the city that is the headquarters location of everton f.c.,[],['liverpool'],0,1855
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16808, 16808, 16808, 16808, 16808, 0, 0, 0]",nicholas tse,16808,"[[16808, 17785, 8611], [16808, 17984, 7356]]",{16808: 12},Text to check:bodyguards and assassins casts <ent>nicholas tse</ent>.,[],['bodyguards and assassins'],0,3487
"[0, 0, 0, 0, 0, 0, 7483, 7483, 7483, 7483, 7483, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",peter bogdanovich,7483,"[[7483, 17868, 151], [7483, 17831, 151]]",{7483: 24},Text to check:<ent>peter bogdanovich</ent> served as film editor for the last picture show.,[],['the last picture show'],0,2897
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11135, 11135, 11135, 11135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",nickelodeon,11135,"[[11135, 18004, 17600], [11135, 18004, 8834]]","{7483: 24, 11135: 10}",Text to check:peter bogdanovich is the person that is the screenwriter of <ent>nickelodeon</ent> (the one whose producer is irwin winkler).,[],['peter bogdanovich'],0,1932
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3667, 3667, 3667, 3667, 0, 0, 0, 0, 0]",chris paul,3667,"[[3667, 17848, 8277], [3667, 17773, 6005]]","{14382: 7, 3667: 17}",Text to check:pittsburgh is the higher education institution where <ent>chris paul</ent> studied at.,['pittsburgh'],['wake forest university'],1,2379
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8727, 8727, 8727, 8727, 8727, 8727, 0, 0, 0]",leo mccarey,8727,"[[8727, 17848, 7017], [8727, 18021, 12071]]","{8212: 13, 8727: 20}","Text to check:roy webb was the composer in love affair, directed by <ent>leo mccarey</ent>.",[],['roy webb'],0,632
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7704, 7704, 7704, 7704, 0, 0, 0]",george barnes,7704,"[[7704, 17773, 4558], [7704, 17984, 13262]]","{12667: 22, 7704: 17}",Text to check:george sanders received the academy awards ceremony that was received by <ent>george barnes</ent>.,['george sanders'],['pinocchio'],1,1117
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10416, 10416, 10416, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",los angeles,10416,"[[10416, 17935, 7761], [10416, 17871, 8575]]","{6827: 7, 6343: 41, 10416: 1245}","Text to check:john adams is the person educated at california state university, <ent>los angeles</ent> who is a member of the chicago bears.",[],['john adams'],0,1486
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 805, 805, 805, 805, 0, 0, 0, 0, 0, 0, 0, 0]",paul newman,805,"[[805, 17979, 12161], [805, 18113, 2414]]",{805: 49},Text to check:cars is an animated feature in which academy award nominee for best actor <ent>paul newman</ent> performed as a voice actor.,[],['cars'],0,2289
"[0, 0, 0, 0, 0, 0, 15078, 15078, 15078, 15078, 15078, 15078, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",bryn mawr college,15078,"[[15078, 17935, 6006], [15078, 17848, 13869]]",{15078: 7},Text to check:<ent>bryn mawr college</ent> is located in bryn mawr.,[],['bryn mawr college'],0,2701
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15840, 15840, 0, 0, 0, 0, 0, 0, 0, 0, 0]",west java,15840,"[[15840, 17935, 9762], [15840, 17935, 7856]]",{15840: 13},Text to check:the twinned administrative body of a city which is the administrative division of <ent>west java</ent> is fort worth in the us.,[],['fort worth'],0,534
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6239, 6239, 6239, 6239, 0, 0, 0]",chuck jones,6239,"[[6239, 17813, 10881], [6239, 17853, 7504]]",{6239: 16},Text to check:united states marine corps is located in the united states city that is the birthplace of <ent>chuck jones</ent>.,['united states marine corps'],['gonzaga university'],1,1357
"[0, 0, 0, 0, 0, 0, 929, 929, 929, 929, 929, 0, 0, 0, 0, 0, 0, 0, 0]",mary tyler moore,929,"[[929, 18020, 17347], [929, 18022, 6237]]",{929: 25},Text to check:<ent>mary tyler moore</ent> is the director of north.,['mary tyler moore'],['rob reiner'],1,2398
"[0, 0, 0, 0, 0, 0, 14819, 14819, 14819, 14819, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",russian americans,14819,"[[14819, 17851, 6911], [14819, 17851, 4179]]",{14819: 23},Text to check:<ent>russian americans</ent> have kirk douglas' ethnic group and sergei rachmaninoff's ethnic group.,[],['russian americans'],0,121
"[0, 0, 0, 0, 0, 0, 2238, 2238, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",africa,2238,"[[2238, 17873, 2153], [2238, 17831, 15513]]",{2238: 6},Text to check:<ent>africa</ent> is the continent in which sierra leone is located.,[],['africa'],0,403
"[0, 0, 0, 0, 0, 0, 7923, 7923, 7923, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",john debney,7923,"[[7923, 17798, 1356], [7923, 17798, 10218]]",{7923: 29},Text to check:<ent>john debney</ent> is the composer of end of days and evan almighty.,[],['john debney'],0,2494
"[0, 0, 0, 0, 0, 0, 3469, 3469, 3469, 3469, 3469, 3469, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",zooey deschanel,3469,"[[3469, 17785, 8732], [3469, 17984, 11564]]",{3469: 32},Text to check:<ent>zooey deschanel</ent> is caleb deschanel's child.,[],['zooey deschanel'],0,2601
"[0, 0, 0, 0, 0, 0, 11329, 11329, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",mtv,11329,"[[11329, 18004, 6962], [11329, 18036, 14205]]",{11329: 11},Text to check:<ent>mtv</ent> movie award for best scared-as-s**t performance was nominated to rose byrne and the grudge.,[],['mtv movie award for best scared-as-s**t performance'],0,1775
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",seven,6118,"[[6118, 17984, 8769], [6118, 17984, 426]]",{6118: 5},Text to check:snow white and the <ent>seven</ent> dwarfs is a model item animated film.,[],['snow white and the seven dwarfs'],0,2453
"[0, 0, 0, 0, 0, 0, 14499, 14499, 14499, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",kal penn,14499,"[[14499, 17848, 6840], [14499, 17956, 9710]]",{14499: 19},Text to check:<ent>kal penn</ent> is cast on the tv series composed by john ottman.,[],['kal penn'],0,3511
"[0, 0, 0, 0, 0, 0, 1412, 1412, 1412, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1412, 1412, 1412, 0, 0, 0]",florida,1412,"[[1412, 17970, 1043], [1412, 17935, 10036]]","{5244: 7, 1412: 150}","Text to check:<ent>florida</ent> international university is the higher education institution that has the official color of blue, the official color of odense boldklub, and is located in <ent>florida</ent>.",[],['florida international university'],0,373
"[0, 0, 0, 0, 0, 0, 7305, 7305, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",africa,7305,"[[7305, 18066, 13745], [7305, 18066, 13745]]",{7305: 101},Text to check:<ent>africa</ent> is directed by walter lantz.,[],['africa'],0,786
"[0, 0, 0, 0, 0, 0, 13430, 13430, 13430, 13430, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",harry warren,13430,"[[13430, 18113, 1644], [13430, 17773, 15864]]",{13430: 13},Text to check:<ent>harry warren</ent> earned the academy award for best original song.,[],['academy award for best original song'],0,2157
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7101, 7101, 0, 0, 0, 0, 0, 0, 0, 0, 0]",medina,7101,"[[7101, 18022, 4490], [7101, 17811, 11447]]","{4358: 171, 7101: 4}",Text to check:61st berlin international film festival is the birthplace of <ent>medina</ent> whose record label is emi.,['61st berlin international film festival'],['aarhus'],1,2540
"[0, 0, 0, 0, 0, 0, 4049, 4049, 4049, 4049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",jean louis,4049,"[[4049, 18020, 3220], [4049, 17813, 13150]]",{4049: 16},Text to check:<ent>jean louis</ent> is the spouse of loretta young.,[],['jean louis'],0,2967
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 427, 427, 427, 427, 427, 427, 427, 0, 0, 0]",the university of hong kong,427,"[[427, 17848, 9784], [427, 17848, 1584]]","{9784: 9, 427: 4}",Text to check:william chang was educated at <ent>the university of hong kong</ent>.,[],['the university of hong kong'],0,2997
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12591, 12591, 12591, 0, 0, 0]",netherlands,12591,"[[12591, 17814, 14933], [12591, 17811, 8780]]","{2252: 16, 12591: 653}",Text to check:aruba is the island's country of the kingdom of the <ent>netherlands</ent>.,[],['aruba'],0,2305
"[0, 0, 0, 0, 0, 0, 5630, 5630, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hamilton,5630,"[[5630, 17783, 17306], [5630, 17935, 17306]]",{5630: 6},Text to check:<ent>hamilton</ent> is an administrative division of butler county that is an administrative division of ohio.,[],['hamilton'],0,2425
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10463, 10463, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",nelson,10463,"[[10463, 18020, 15282], [10463, 17804, 4502]]",{10463: 7},Text to check:harlow was composed by <ent>nelson</ent> riddle and stars ginger rogers.,[],['harlow'],0,2397
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2720, 2720, 2720, 2720, 2720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",johnny knoxville,2720,"[[2720, 17785, 1588], [2720, 18034, 1588]]",{2720: 22},Text to check:the movie produced by <ent>johnny knoxville</ent> that follows jackass: the movie is jackass number two.,[],['jackass number two'],0,2839
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11684, 11684, 0, 0, 0]",sega,11684,"[[11684, 18006, 16030], [11684, 18005, 16030]]",{11684: 23},Text to check:order of the british empire is a video game(s) developed by <ent>sega</ent>.,['order of the british empire'],['rocky'],1,97
"[0, 0, 0, 0, 0, 0, 1780, 1780, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",poland,1780,"[[1780, 17955, 13953], [1780, 18066, 6925]]",{1780: 527},"Text to check:<ent>poland</ent> is the association football club that is headquartered in wimbledon, the birthplace of oliver reed.",['poland'],['wimbledon f.c.'],1,1955
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15406, 15406, 15406, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",northampton county,15406,"[[15406, 17811, 10881], [15406, 17935, 15256]]","{2556: 5, 15406: 6}","Text to check:easton is the capital of <ent>northampton county</ent>, an administrative division of pennsylvania in the usa.",[],['easton'],0,2121
"[0, 0, 0, 0, 0, 0, 8592, 8592, 8592, 8592, 8592, 8592, 8592, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",catherine zeta-jones,8592,"[[8592, 17785, 2926], [8592, 17785, 6697]]",{8592: 53},Text to check:<ent>catherine zeta-jones</ent> lives in the same city that swansea university is located in.,[],['catherine zeta-jones'],0,2139
"[0, 0, 0, 0, 0, 0, 104, 104, 104, 104, 104, 104, 104, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",ralph vaughan williams,104,"[[104, 17849, 4009], [104, 17848, 5250]]",{104: 25},"Text to check:<ent>ralph vaughan williams</ent> is employed by birkbeck, university of london.",[],"['birkbeck, university of london']",0,1845
"[0, 0, 0, 0, 0, 0, 6212, 6212, 6212, 6212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",peter gallagher,6212,"[[6212, 17848, 15602], [6212, 17785, 3766]]",{6212: 20},Text to check:<ent>peter gallagher</ent> is a person that produced in america.,['peter gallagher'],['jim sheridan'],1,3231
"[0, 0, 0, 0, 0, 0, 13979, 13979, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",japan,13979,"[[13979, 17811, 13539], [13979, 17811, 17408]]",{13979: 944},Text to check:<ent>japan</ent> practices judo as its martial arts and johnny yong bosch is part of its sports team.,[],['judo'],0,2875
"[0, 0, 0, 0, 0, 0, 890, 890, 890, 890, 890, 0, 0, 0, 0, 0, 0, 0, 0, 0]",lebron james,890,"[[890, 18005, 15983], [890, 18055, 13415]]",{890: 24},Text to check:<ent>lebron james</ent> owns los angeles lakers.,[],['lebron james'],0,1350
"[0, 0, 0, 0, 0, 0, 7704, 7704, 7704, 7704, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",george barnes,7704,"[[7704, 17832, 10370], [7704, 17832, 12184]]",{7704: 17},Text to check:<ent>george barnes</ent> is the director of photography of jane eyre distributed by 20th century fox.,[],['george barnes'],0,1540
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2955, 2955, 2955, 0, 0, 0]",mgm records,2955,"[[2955, 18047, 12771], [2955, 18047, 10165]]",{2955: 20},Text to check:fred astaire's record label is <ent>mgm records</ent>.,[],['mgm records'],0,2931
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1871, 1871, 1871, 1871, 1871, 1871, 0, 0, 0]",british columbia,1871,"[[1871, 17935, 6857], [1871, 18066, 17299]]",{1871: 47},Text to check:scary movie has the narrative location of <ent>british columbia</ent>.,[],['scary movie'],0,2914
"[0, 0, 0, 0, 0, 0, 12591, 12591, 12591, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",netherlands,12591,"[[12591, 17802, 8780], [12591, 17830, 12797]]",{12591: 653},Text to check:<ent>netherlands</ent> has a diplomatic relation with saudi arabia.,[],['netherlands'],0,413
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4673, 4673, 4673, 4673, 0, 0, 0]",latin america,4673,"[[4673, 18010, 17152], [4673, 18010, 16078]]",{4673: 51},Text to check:calle 13 is renowned for the sound with roots in <ent>latin america</ent>.,[],['calle 13'],0,1140
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9530, 9530, 9530, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",malaysia,9530,"[[9530, 17870, 4290], [9530, 17955, 16328]]","{7888: 6, 9530: 342}",Text to check:jim cummings is a voice actor for shrek (with a release region in <ent>malaysia</ent>) and animaniacs (produced by warner bros. animation).,[],['jim cummings'],0,2515
"[0, 0, 0, 0, 0, 0, 1185, 1185, 1185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",california,1185,"[[1185, 18018, 9630], [1185, 17798, 9630]]",{1185: 6},Text to check:<ent>california</ent> borders friuli–venezia giulia.,['california'],['carinthia'],1,3428
"[0, 0, 0, 0, 0, 0, 8658, 8658, 8658, 8658, 8658, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",michael madsen,8658,"[[8658, 17881, 11801], [8658, 17785, 837]]",{8658: 26},Text to check:<ent>michael madsen</ent> is a danish citizen who plays defense.,[],['michael madsen'],0,1864
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10881, 10881, 10881, 10881, 10881, 0, 0, 0]",united states of america,10881,"[[10881, 18020, 11924], [10881, 18020, 14078]]","{6570: 2, 10881: 11553}",Text to check:delta delta delta is a sorority coming from <ent>united states of america</ent>.,[],['delta delta delta'],0,1741
"[0, 0, 0, 0, 0, 0, 1120, 1120, 1120, 1120, 1120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",fred zinnemann,1120,"[[1120, 17831, 848], [1120, 18034, 848]]",{1120: 30},"Text to check:<ent>fred zinnemann</ent> is the person who directed a man for all seasons, the one with orson welles in its cast.",[],['fred zinnemann'],0,548
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 856, 856, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",italian,856,"[[856, 17925, 17349], [856, 17925, 10201]]","{16232: 19, 856: 156}",Text to check:harvey fierstein is an animated series that has <ent>italian</ent> as its original language and has origins from italy.,['harvey fierstein'],['adrian'],1,893
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1950, 1950, 1950, 1950, 0, 0, 0, 0, 0, 0, 0]",richard burton,1950,"[[1950, 17785, 14721], [1950, 17785, 5403]]",{1950: 30},Text to check:the gathering storm features <ent>richard burton</ent> as a cast member.,[],['the gathering storm'],0,2606
"[0, 0, 0, 0, 0, 0, 16569, 16569, 16569, 16569, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",new york city,16569,"[[16569, 18022, 3239], [16569, 18005, 190]]",{16569: 1399},Text to check:<ent>new york city</ent> contains a city of new york where david shire was born.,['new york city'],['erie county'],1,2012
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6343, 6343, 6343, 6343, 6343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",california state university,6343,"[[6343, 17811, 10881], [6343, 17848, 1875]]","{6827: 7, 6343: 41}","Text to check:john adams is the person educated at <ent>california state university</ent>, los angeles who is a member of the chicago bears.",[],['john adams'],0,1486
"[0, 0, 0, 0, 0, 0, 1617, 1617, 1617, 1617, 0, 0, 0, 0, 0, 0, 0, 0]",jim morrison,1617,"[[1617, 17848, 9005], [1617, 17914, 15963]]",{1617: 33},Text to check:<ent>jim morrison</ent> was born in singapore.,['singapore'],['pensacola'],1,1006
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14019, 14019, 14019, 14019, 14019, 0, 0, 0, 0, 0, 0, 0, 0]",joseph conrad,14019,"[[14019, 17914, 4910], [14019, 17914, 16618]]",{14019: 17},"Text to check:the visual artwork apocalypse now is written by <ent>joseph conrad</ent>, whose occupation is writer.",[],['apocalypse now'],0,2324
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9648, 9648, 9648, 9648, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",renny harlin,9648,"[[9648, 17831, 3892], [9648, 17813, 7841]]","{6493: 347, 9648: 16}",Text to check:german democratic republic is the film that has <ent>renny harlin</ent> as a cast member and whose producer is joel silver.,['german democratic republic'],['the adventures of ford fairlane'],1,874
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13062, 13062, 13062, 13062, 13062, 0, 0, 0]",saif ali khan,13062,"[[13062, 17813, 2412], [13062, 18020, 13049]]",{13062: 15},Text to check:sharmila tagore is the parent of <ent>saif ali khan</ent>.,[],['saif ali khan'],0,1960
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 109, 109, 0, 0, 0, 0, 0, 0, 0]",washington county,109,"[[109, 18066, 17016], [109, 18066, 17016]]","{13996: 344, 109: 16}",Text to check:bulgaria shares a border with the <ent>washington county</ent> that contains yakima.,['bulgaria'],['pierce county'],1,3504
"[0, 0, 0, 0, 0, 0, 0, 0, 9992, 9992, 9992, 9992, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9992, 9992, 9992, 9992, 0, 0, 0]",western australia,9992,"[[9992, 17764, 6684], [9992, 17935, 541]]",{9992: 21},Text to check:the <ent>western australia</ent>n legislative assembly applies jurisdiction over <ent>western australia</ent>.,[],['western australian legislative assembly'],0,3147
"[0, 0, 0, 0, 0, 0, 5302, 5302, 5302, 5302, 5302, 5302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",george a. romero,5302,"[[5302, 17848, 2592], [5302, 18022, 1282]]",{5302: 14},Text to check:<ent>george a. romero</ent> died in toronto and was a voice actor of phineas and ferb.,[],['george a. romero'],0,616
