id,hallucinated,query,declarative,gt_ans,gt_cands,gen_ans,gen_cands
1099,1,"What institution of higher education was attended by Peter Coyote and Joe Walsh, who was taught at Lee Strasberg Theater and Film Institute?","Rutgers University was attended by Peter Coyote and Joe Walsh, who was taught at Lee Strasberg Theater and Film Institute.",Grinnell College,['Q2982991'],Rutgers University,['Q499451']
1104,1,What person died from natural causes and was born in Alabama where Big Fish was filmed?,River Phoenix died from natural causes and was born in Alabama where Big Fish was filmed.,Jim Clark,"['Q360002', 'Q6194201', 'Q6194208', 'Q6194194', 'Q16114343', 'Q16089729']",River Phoenix,['Q106514']
1117,1,Which animated feature film received at the Academy Awards ceremony that was received by George Barnes?,Who Framed Roger Rabbit received the Academy Awards ceremony that was received by George Barnes.,Pinocchio,"['Q4341553', 'Q19356', 'Q5638667', 'Q3388790', 'Q3015151']",Who Framed Roger Rabbit,['Q379873']
1123,1,What person is the screenwriter of the film that has Steve Vai as a member of the cast?,Gary Ross is the screenwriter of the film that has Steve Vai as a member of the cast.,Walter Hill,"['Q350422', 'Q7965145']",Gary Ross,"['Q598675', 'Q5525855']"
1125,1,Which public company is in Seattle?,Starbucks is a public company in Seattle.,Boeing,['Q66'],Starbucks,['Q37158']
1132,1,What US city is a place where we can find the headquarters of video game development that is the child organization of Activision Blizzard ?,Los Angeles is the US city where we can find the headquarters of video game development that is the child organization of Activision Blizzard.,Irvine,"['Q49219', 'Q1774629']",Los Angeles,['Q65']
1136,1,Which person influenced J. K. Rowling and received the Newbery Medal?,Maurice Sendak received the Newbery Medal.,Lloyd Alexander,['Q366643'],Maurice Sendak,['Q314771']
1138,1,Which person was born in Pensacola?,Vincent Price was born in Pensacola.,Jim Morrison,"['Q44301', 'Q7224977', 'Q6197036']",Vincent Price,['Q219640']
1141,1,What state is the main subject of  The Ten Commandments (the one whose distributor is American Broadcasting Company) ?,Slavery is the main subject of The Ten Commandments (the one whose distributor is American Broadcasting Company).,slavery,['Q8463'],Egypt,"['Q79', 'Q1249091']"
1143,1,Which unversity was Bruce Dern educated at?,Bruce Dern was educated at the Cornell University.,University of Pennsylvania,['Q49117'],Cornell University,['Q49115']
1145,1,In which city was Suresh Oberoi born?,Dehradun was the city where Suresh Oberoi was born.,Quetta,['Q185458'],Dehradun,['Q199528']
1153,1,Which band belongs to the USA?,The Beach Boys belong to the USA.,The Black Keys,['Q606226'],The Beach Boys,['Q183048']
1157,1,What higher education institution is the place where Loreena McKennitt studied ?,University of Toronto is the place where Loreena McKennitt studied.,University of Manitoba,['Q1191833'],University of Toronto,['Q180865']
1164,1,Buck Henry directed what movie?,The Graduate was directed by Buck Henry.,Heaven Can Wait,"['Q637180', 'Q1305546']",The Graduate,['Q217627']
1166,1,Tell me the administrative territorial entity that has Columbia (the one that is the South Carolina capital),The administrative territorial entity that has Columbia (the one that is the South Carolina capital) is South Carolina.,Lexington County,['Q502411'],South Carolina,['Q1456']
1167,1,Who is the composer of Taj Mahal (whose script was written by Mani Ratnam)?,Ilaiyaraaja is the composer of Taj Mahal (whose script was written by Mani Ratnam).,A. R. Rahman,['Q108560'],Ilaiyaraaja,['Q2720141']
1172,1,"What city in the US is the birthplace of George Duke, the pianist?","Los Angeles is the birthplace of George Duke, the pianist.",San Rafael,['Q631915'],Los Angeles,['Q65']
1173,1,Which California county contains the United States city that is the birthplace of Andrew W.K.?,Lancaster contains the United States city that is the birthplace of Andrew W.K.,Santa Clara County,['Q110739'],Lancaster,"['Q320514', 'Q205905']"
1198,1,What literary work derives the feature film that has Shia LaBeouf as a cast member?,Transformers is a literary work that features Shia LaBeouf as a cast member in its feature film adaptation.,Holes,"['Q967018', 'Q175421']",Transformers,"['Q171453', 'Q1323565', 'Q2119848']"
1200,1,Mo'Nique was educated at which higher education institution?,Loyola Marymount University is where Mo'Nique was educated.,Morgan State University,['Q1054905'],Loyola Marymount University,['Q1786078']
1202,1,Which subsidiary company is the child organization of Microsoft (the one that holds the copyright of Windows 7) ?,Microsoft Windows is the child organization of Microsoft.,Xbox Game Studios,['Q73801'],Microsoft Windows,['Q1406']
1206,1,Which baseball team has Mark Williams (the one whose position is outfielder) as a member?,Mark Williams is a member of the San Francisco Giants baseball team.,Oakland Athletics,['Q504339'],San Francisco Giants,['Q308966']
1214,1,What is the person with R&B style music that performs in Hollywood?,John Legend performs R&B style music in Hollywood.,Jamie Foxx,['Q171905'],John Legend,['Q44857']
1215,1,Where did Ivan Reitman go to college?,Ivan Reitman went to college at University of British Columbia.,McMaster University,['Q632891'],University of British Columbia,['Q391028']
1216,1,What superhero film was Jay Chou in?,Green Lantern was the superhero film Jay Chou was in.,The Green Hornet,"['Q738152', 'Q10381445', 'Q304999']",Green Lantern,['Q903885']
1224,1,Who is the human that was born in England and is a member of Sheffield United F.C?,David Beckham is a human who was born in England and is a member of Sheffield United F.C.,Walter Hill,"['Q350422', 'Q7965145']",David Beckham,['Q10520']
1269,1,Which winning movie at the 60th Academy Awards was originally in Chinese?,"Crouching Tiger, Hidden Dragon was the winning movie at the 60th Academy Awards that was originally in Chinese.",The Last Emperor,"['Q212775', 'Q9020703']","Crouching Tiger, Hidden Dragon",['Q273978']
1282,1,What TV station is the the distributor of Joan of Arc (where Neil Patrick Harris was cast) ?,ABC is the distributor of Joan of Arc,CBC Television,['Q1022955'],ABC,['Q3600480']
1283,1,tell me the ceremonial English County that surrounds the Enclave Nottingham,The ceremonial English County that surrounds the Enclave Nottingham is Derbyshire.,Nottinghamshire,['Q23092'],Derbyshire,"['Q23098', 'Q11775003']"
1286,1,What person was born in Ocala?,Burt Reynolds was born in Ocala.,Patrick O'Neal,"['Q543762', 'Q7147407']",Burt Reynolds,['Q202148']
1288,1,What US city in Los Angeles County is the birthplace of Venus Williams?,Los Angeles is the birthplace of Venus Williams.,Lynwood,['Q849619'],Los Angeles,['Q65']
1337,1,What is the electronic musical instrument used by Kid Cudi?,Drum machine is the electronic musical instrument used by Kid Cudi.,drum machine,['Q831698'],Mellotron,['Q212483']
1346,1,"Who is the director of photography of Out of Africa (the one that received Academy Award for Best Writing, Adapted Screenplay)?","John Seale was the director of photography of Out of Africa (the one that received Academy Award for Best Writing, Adapted Screenplay).",David Watkin,"['Q1177096', 'Q3703367']",John Seale,['Q918558']
1347,1,What independent city borders Washoe County?,Reno is an independent city that borders Washoe County.,Carson City,"['Q40881', 'Q3231712']",Reno,"['Q49225', 'Q7313374']"
1357,1,What university is located in the United States city that is the birthplace of Chuck Jones?,"University of California, Los Angeles is located in the United States city that is the birthplace of Chuck Jones.",Gonzaga University,['Q1537303'],"University of California, Los Angeles",['Q174710']
1360,1,Which human was a cast member of Margin Call and was educated at Santa Monica College?,Zachary Quinto was a cast member of Margin Call and was educated at Santa Monica College.,Penn Badgley,['Q311750'],Zachary Quinto,['Q139642']
1362,1,What film was shot in the city which is the twinned administrative body of Qingdao?,Raiders of the Lost Ark was shot in the city which is the twinned administrative body of Qingdao.,"Merry Christmas, Mr. Lawrence",['Q696855'],Raiders of the Lost Ark,['Q174284']
1363,1,Screen Gems is headquartered in which US city?,Los Angeles is the headquarters of Screen Gems.,Culver City,['Q493378'],Los Angeles,['Q65']
1388,1,What television series has France as a release region and originates from the United Kingdom?,Sherlock is a television series that originates from the United Kingdom and has France as a release region.,War and Peace,"['Q643811', 'Q7968572', 'Q845176', 'Q16170490', 'Q161531']",Sherlock,['Q192837']
1416,1,Staffordshire native Kate Walsh works for which TV station?,"Kate Walsh works for BBC, which is a TV station.",Channel 5,['Q1062280'],BBC,['Q9531']
1417,1,What abjad uses Persian?,Arabic is used by Persian.,Arabic alphabet,['Q8196'],Arabic,['Q13955']
1420,1,In what county in Florida is the city where Terrence McNally was born?,Corpus Christi is the county where the city where Terrence McNally was born is located in Florida.,Pinellas County,['Q494556'],Corpus Christi,['Q49242']
1431,1,Which city shares borders with Ottawa?,Ottawa is bordered by Quebec City.,Gatineau,['Q141844'],Quebec City,['Q2145']
1439,1,What person was born in the U.S. city that is the twinned administrative body of Jaipur?,Elvis Presley was born in the U.S. city that is the twinned administrative body of Jaipur.,Chris Carter,"['Q437267', 'Q1017050', 'Q2964680', 'Q5106107', 'Q5106109', 'Q355398', 'Q5106111', 'Q1077084', 'Q5106108']",Elvis Presley,['Q303']
1442,1,Who founded the agent that was nominated for the Nobel Peace Prize?,Colin Powell founded the agent that was nominated for the Nobel Peace Prize.,Woodrow Wilson,['Q34296'],Colin Powell,"['Q150851', 'Q5145485']"
1451,1,Which administrative territorial entity shares borders with Beaver County?,Pennsylvania shares borders with Beaver County.,Hancock County,"['Q506351', 'Q504863', 'Q506172']",Pennsylvania,['Q1400']
1461,1,Which US city is capital of the administrative territorial entity bordering Weld County?,Denver is the capital of the administrative territorial entity bordering Weld County.,Fort Collins,['Q490732'],Denver,['Q16554']
1467,1,East West Records is headquartered in which US town?,New York City is the headquarter of East West Records in the US.,Kensington,"['Q288781', 'Q753414']",New York City,['Q60']
1473,1,What political party has a member Peter Weir who attended the Queen's University Belfast?,Liberal Party has a member Peter Weir who attended the Queen's University Belfast.,Democratic Unionist Party,['Q215519'],Liberal Party,['Q622441']
1477,1,What award was nominated to the fictional The Queen?,The Academy Awards was nominated to the fictional The Queen.,Dilys Award,['Q685000'],Academy Awards,['Q19020']
1485,1,tell me the feature film shot in New Jersey,The feature film shot in New Jersey is The Sopranos.,The Sorcerer's Apprentice,"['Q477865', 'Q1066882', 'Q7765317']",The Sopranos,['Q23628']
1505,1,Which US city is named after Augustine of Hippo?,San Antonio is the US city that is named after Augustine of Hippo.,St. Augustine,"['Q487988', 'Q1255819']",San Antonio,"['Q975', 'Q1304891']"
1508,1,The US city where Mean Girls is set is in which Illinois county?,The location of Mean Girls in Illinois is at Evanston.,Cook County,['Q108418'],Evanston,['Q462799']
1516,1,Who narrated Stardust (the one that is shot in Hertfordshire)?,Stardust was narrated by Nathan Lane.,Ian McKellen,['Q170510'],Nathan Lane,['Q491264']
1549,1,In which neighborhood does the person in the cast of Roman Holiday (distributed by NBC) reside?,The person in the cast of Roman Holiday (distributed by NBC) resides in Gary Cooper.,Sherman Oaks,['Q1015874'],Gary Cooper,"['Q93957', 'Q5524890', 'Q5524893', 'Q3758482']"
1555,1,What London area is Helen Mirren's birthplace?,Hammersmith is the London area where Helen Mirren was born.,Chiswick,['Q845015'],Hammersmith,['Q277162']
1557,1,Tell me the movie that was composed by Johnny Green (who is a new York Knicks member),An American in Paris is the movie that was composed by Johnny Green (who is a new York Knicks member).,Deconstructing Harry,['Q551762'],An American in Paris,['Q747570']
1559,1,What association football club is headquartered in the twinned administrative body of Athens (the one that is the residence of Aristotle) ?,Panathinaikos F.C. is headquartered in the twinned administrative body of Athens.,RCD Espanyol B,['Q32537'],Panathinaikos F.C.,['Q4122219']
1565,1,What United States city has a twinned administrative body with La Plata?,Greensboro is the United States city that has a twinned administrative body with La Plata.,Louisville,['Q43668'],Greensboro,['Q49238']
1567,1,In which big city was William Gibson (the one that was born in Gothenburg) born?,William Gibson was born in New York City.,Gothenburg,['Q25287'],New York City,['Q60']
1575,1,Which movie award did Tom Wilkinson (the one that is a cast member of The Full Monty) receive?,Tom Wilkinson received the Oscar.,New York Film Critics Circle Award for Best Actor,['Q1790281'],Oscar,"['Q302682', 'Q19497', 'Q714500']"
